"ID"	"Order"	"Family"	"Species"	"Longitude"	"Latitude"
1376	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1377	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1378	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.160889	4.026278
1379	"Chiroptera"	"Phyllostomidae"	"Enchisthenes hartii"	-76.160889	4.026278
1380	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1381	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1382	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1383	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1384	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1385	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1386	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1387	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.160889	4.026278
1388	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.160889	4.026278
1389	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.084488	4.333329
1390	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1391	"Rodentia"	"Sciuridae"	"Sciurus granatensis"	-76.084488	4.333329
1392	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.160889	4.026278
1393	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.160889	4.026278
1394	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.077723	4.195037
1395	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.160889	4.026278
1396	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1397	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1398	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.160889	4.026278
1399	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169691	4.022415
1400	"Chiroptera"	"Phyllostomidae"	"Sturnira parvidens"	-76.161101	4.025961
1401	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.165068	4.026155
1402	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1403	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.077723	4.195037
1404	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1405	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.161389	4.027167
1406	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1407	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.161389	4.027167
1408	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1409	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.077723	4.195037
1410	"Carnivora"	"Felidae"	"Herpailurus yagouaroundi"	-76.077723	4.195037
1411	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.161389	4.027167
1412	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1413	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1414	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1415	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.084488	4.333329
1416	"Chiroptera"	"Phyllostomidae"	"Sturnira parvidens"	-76.160889	4.026278
1417	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1418	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.161389	4.027167
1419	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1420	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1421	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.077723	4.195037
1422	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.161389	4.027167
1423	"Rodentia"	""	"Rodentia"	-76.084488	4.333329
1424	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.166731	4.028191
1425	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169228	4.015519
1426	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1427	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1428	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1429	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.161389	4.027167
1430	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.161389	4.027167
1431	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1432	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.165068	4.026155
1433	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.160546	4.027004
1434	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.170481	4.02406
1435	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.17017	4.020327
1436	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079446	4.19759
1437	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079687	4.196818
1438	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.165628	4.026658
1439	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.160546	4.027004
1440	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079296	4.197099
1441	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079404	4.197452
1442	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.160667	4.029528
1443	"Chiroptera"	"Phyllostomidae"	"Gardnerycteris crenulatum"	-76.07932	4.197368
1444	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.030889
1445	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.160667	4.029528
1446	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.07932	4.197368
1447	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.066435	4.194455
1448	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1449	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1450	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.07932	4.197368
1451	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1452	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1453	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079392	4.197033
1454	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1455	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079739	4.197759
1456	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.079754	4.197752
1457	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1458	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.079754	4.197752
1459	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.079754	4.197752
1460	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.079754	4.197752
1461	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.079754	4.197752
1462	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.079754	4.197752
1463	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.06637	4.194422
1464	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.163305	4.024619
1465	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1466	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.06637	4.194422
1467	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.16983	4.019474
1468	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.066435	4.194455
1469	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1470	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.066435	4.194455
1471	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1472	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1473	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1474	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1475	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.066435	4.194455
1476	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.16903	4.015062
1477	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1478	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.068625	4.193888
1479	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.160667	4.029528
1480	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1481	"Carnivora"	"Felidae"	"Leopardus pardalis"	-76.160667	4.029528
1482	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.079754	4.197752
1483	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.160667	4.029528
1484	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.068422	4.193935
1485	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.06637	4.194422
1486	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.06637	4.194422
1487	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1488	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1489	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1490	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1491	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1492	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1493	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169851	4.022742
1494	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1495	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1496	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.168825	4.016476
1497	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.167688	4.027676
1498	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.115679	4.097721
1499	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.165068	4.026155
1500	"Carnivora"	"Felidae"	"Herpailurus yagouaroundi"	-76.077723	4.195037
1501	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.162598	4.026175
1502	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.166731	4.028191
1503	"Carnivora"	"Felidae"	"Herpailurus yagouaroundi"	-76.077723	4.195037
1504	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.077723	4.195037
1505	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.077723	4.195037
1506	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.077723	4.195037
1507	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1508	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1509	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1510	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1511	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1512	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.168994	4.015186
1513	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169806	4.019222
1514	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.077723	4.195037
1515	"Rodentia"	"Caviidae"	"Hydrochoerus"	-76.077723	4.195037
1516	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.161314	4.025833
1517	"Chiroptera"	"Phyllostomidae"	"Carollia brevicauda"	-76.165114	4.026282
1518	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1519	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.169859	4.019785
1520	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.160574	4.027152
1521	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.163305	4.024619
1522	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.167234	4.027736
1523	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.168783	4.016124
1524	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1525	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.108837	4.09551
1526	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.16983	4.019474
1527	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.168825	4.016476
1528	"Rodentia"	""	"Rodentia"	-76.083297	4.33577
1529	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1530	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.163305	4.024619
1531	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.169806	4.019222
1532	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169806	4.019222
1533	"Chiroptera"	"Phyllostomidae"	"Carollia brevicauda"	-76.161176	4.025881
1534	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169806	4.019222
1535	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169806	4.019222
1536	"Chiroptera"	"Phyllostomidae"	"Carollia brevicauda"	-76.166731	4.028191
1537	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169	4.016528
1538	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169222	4.015639
1539	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.169139	4.016583
1540	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.168889	4.018722
1541	"Chiroptera"	"Phyllostomidae"	"Enchisthenes hartii"	-76.169139	4.016611
1542	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.163305	4.024619
1543	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.083297	4.33577
1544	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.170083	4.020361
1545	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.083297	4.33577
1546	"Chiroptera"	"Phyllostomidae"	"Sturnira giannae"	-76.169139	4.016583
1547	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169222	4.015667
1548	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169222	4.015667
1549	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.169222	4.015639
1550	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.16903	4.015062
1551	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169	4.016056
1552	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.169222	4.015639
1553	"Chiroptera"	"Phyllostomidae"	"Carollia brevicauda"	-76.168944	4.015806
1554	"Chiroptera"	"Phyllostomidae"	"Carollia brevicauda"	-76.165628	4.026658
1555	"Chiroptera"	"Phyllostomidae"	"Sturnira giannae"	-76.169	4.016056
1556	"Chiroptera"	"Phyllostomidae"	"Platyrrhinus helleri"	-76.169944	4.020361
1557	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.169	4.016528
1558	"Chiroptera"	"Phyllostomidae"	"Sturnira parvidens"	-76.159807	4.027191
1559	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.083297	4.33577
1560	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.168861	4.016167
1561	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1562	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1563	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1564	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1565	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.083297	4.33577
1566	"Rodentia"	"Sciuridae"	"Sciurus granatensis"	-76.083297	4.33577
1567	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.170083	4.020361
1568	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.170083	4.020361
1569	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.083297	4.33577
1570	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.169861	4.02075
1571	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.083297	4.33577
1572	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.160546	4.027004
1573	"Chiroptera"	"Phyllostomidae"	"Sturnira giannae"	-76.169222	4.015667
1574	"Chiroptera"	"Phyllostomidae"	"Sturnira ludovici"	-76.169222	4.015667
1575	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.166731	4.028191
1576	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.108837	4.09551
1577	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1578	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.169712	4.020275
1579	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1580	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1581	"Pilosa"	"Myrmecophagidae"	"Tamandua mexicana"	-76.108837	4.09551
1582	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.108837	4.09551
1583	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1584	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.108837	4.09551
1585	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.111814	4.096083
1586	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169699	4.018759
1587	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.163305	4.024619
1588	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.167692	4.029124
1589	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.111814	4.096083
1590	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.161176	4.025881
1591	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1592	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1593	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.111814	4.096083
1594	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1595	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1596	"Rodentia"	"Sciuridae"	"Sciurus granatensis"	-76.110078	4.095895
1597	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169015	4.014944
1598	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1599	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.169709	4.021523
1600	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.167754	4.029157
1601	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.167688	4.027676
1602	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1603	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1604	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1605	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1606	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.108837	4.09551
1607	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1608	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.166731	4.028191
1609	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1610	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.108837	4.09551
1611	"Chiroptera"	"Phyllostomidae"	"Carollia brevicauda"	-76.159807	4.027191
1612	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.108837	4.09551
1613	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1614	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.17017	4.020327
1615	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1616	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1617	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.115679	4.097721
1618	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1619	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.160527	4.027025
1620	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.115679	4.097721
1621	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1622	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1623	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1624	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1625	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1626	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.07103	4.187923
1627	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1628	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.16983	4.019474
1629	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1630	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.166235	4.027413
1631	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.169515	4.022183
1632	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.161176	4.025881
1633	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1634	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1635	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.115679	4.097721
1636	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079673	4.196577
1637	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.167688	4.027676
1638	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.167754	4.029157
1639	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.070901	4.18783
1640	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.169851	4.022742
1641	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.168783	4.016124
1642	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.167754	4.029157
1643	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1644	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079446	4.19759
1645	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079617	4.196573
1646	"Chiroptera"	"Phyllostomidae"	"Vampyrum spectrum"	-76.070901	4.18783
1647	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079739	4.197759
1648	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.17017	4.020327
1649	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.161314	4.025833
1650	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079673	4.196577
1651	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.165014	4.025382
1652	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079622	4.196876
1653	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.071033	4.18809
1654	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.115679	4.097721
1655	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.171368	4.024587
1656	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.079392	4.197033
1657	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1658	"Chiroptera"	"Phyllostomidae"	"Sturnira ludovici"	-76.07077	4.188384
1659	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.070901	4.18783
1660	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.115679	4.097721
1661	"Pilosa"	"Myrmecophagidae"	"Tamandua mexicana"	-76.222347	4.859371
1662	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.491893	4.637191
1663	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-75.491893	4.637191
1664	"Carnivora"	"Mustelidae"	"Lontra longicaudis"	-75.227312	3.28466
1665	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.453103	4.624825
1666	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.578257	4.728858
1667	"Pilosa"	"Megalonychidae"	"Choloepus hoffmanni"	-75.779729	4.801815
1668	"Pilosa"	"Bradypodidae"	"Bradypus variegatus"	-75.807059	4.74411
1669	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.779789	4.801452
1670	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.675689	4.534999
1671	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.246142	4.526488
1672	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.654266	4.579385
1673	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.818724	4.843859
1674	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.819205	4.608115
1675	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.818306	4.843426
1676	"Carnivora"	"Canidae"	"Cerdocyon thous"	-76.082798	4.336511
1677	"Carnivora"	"Procyonidae"	"Procyon cancrivorus"	-75.032443	4.286346
1678	"Carnivora"	"Procyonidae"	"Potos flavus"	-75.193878	3.798028
1679	"Primates"	"Cebidae"	"Cebus versicolor"	-75.450257	4.115539
1680	"Carnivora"	"Procyonidae"	"Procyon cancrivorus"	-75.221692	3.936105
1681	"Rodentia"	"Sciuridae"	"Sciuridae"	-75.032443	4.286346
1682	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.802854	4.42211
1683	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.604248	4.748255
1684	"Rodentia"	"Sciuridae"	"Sciurus granatensis"	-76.082063	4.336266
1685	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.082403	4.335734
1686	"Carnivora"	"Felidae"	"Herpailurus yagouaroundi"	-76.082794	4.336163
1687	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-76.083793	4.33628
1688	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-76.08267	4.336688
1689	"Carnivora"	"Mustelidae"	"Eira barbara"	-76.082911	4.336851
