"ID"	"Order"	"Family"	"Species"	"Longitude"	"Latitude"
1	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.654217	4.579563
2	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.818724	4.843859
3	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.55457	4.712792
4	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.082184	4.335953
5	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.070787	4.188147
6	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.296155	3.836078
7	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070787	4.188147
8	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.082319	4.335562
9	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.298204	3.836285
10	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.070787	4.188147
11	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.08442	4.333299
12	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079597	4.196815
13	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084288	4.333439
14	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.082401	4.335499
15	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.07923	4.197388
16	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070873	4.188211
17	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.081978	4.335287
18	"Chiroptera"	"Vespertilionidae"	"Myotis riparius"	-76.082264	4.335337
19	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.298204	3.836285
20	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.070645	4.188092
21	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070787	4.188147
22	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.071032	4.187396
23	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.07053	4.188017
24	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.296356	3.836028
25	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.082184	4.335953
26	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.070973	4.188159
27	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079803	4.1965
28	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.079659	4.196714
29	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.109854	4.497951
30	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.295446	3.836452
31	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.082184	4.335953
32	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.296155	3.836078
33	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070992	4.187472
34	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.296129	3.83542
35	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.079655	4.19652
36	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070873	4.188211
37	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.107792	4.496883
38	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084208	4.333179
39	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070787	4.188147
40	"Chiroptera"	"Vespertilionidae"	"Myotis riparius"	-76.084208	4.333179
41	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295446	3.836452
42	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.082295	4.335692
43	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.29839	3.836333
44	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.110349	4.498069
45	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.084208	4.333179
46	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.070787	4.188147
47	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.298204	3.836285
48	"Chiroptera"	"Phyllostomidae"	"Micronycteris minuta"	-76.295961	3.836288
49	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079803	4.1965
50	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.296691	3.836017
51	"Chiroptera"	"Phyllostomidae"	"Platyrrhinus helleri"	-76.08431	4.333345
52	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.295924	3.835057
53	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.079597	4.196815
54	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.084156	4.333179
55	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.296155	3.836078
56	"Chiroptera"	"Phyllostomidae"	"Gardnerycteris crenulatum"	-76.07923	4.197388
57	"Chiroptera"	"Vespertilionidae"	"Myotis riparius"	-76.110349	4.498069
58	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079659	4.196714
59	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079803	4.1965
60	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08431	4.333345
61	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295446	3.836452
62	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.298204	3.836285
63	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08431	4.333345
64	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079803	4.1965
65	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295446	3.836452
66	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084349	4.333262
67	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079204	4.197358
68	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079711	4.196403
69	"Chiroptera"	"Vespertilionidae"	"Myotis riparius"	-76.082401	4.335499
70	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.296155	3.836078
71	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079659	4.196714
72	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.107792	4.496883
73	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.296155	3.836078
74	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.084218	4.333351
75	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.070934	4.187683
76	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084156	4.333179
77	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.29842	3.836289
78	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295025	3.836609
79	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084396	4.333492
80	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.081978	4.335287
81	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.070973	4.188159
82	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.079597	4.196815
83	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.296486	3.836076
84	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.082184	4.335953
85	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079655	4.19652
86	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079659	4.196714
87	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.070973	4.188159
88	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.296356	3.836028
89	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.107999	4.497289
90	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.08442	4.333299
91	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070865	4.187746
92	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.298508	3.835886
93	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.084396	4.333492
94	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.079659	4.196714
95	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.295025	3.836609
96	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.07923	4.197388
97	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.082319	4.335562
98	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.296129	3.83542
99	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.082184	4.335953
100	"Chiroptera"	"Phyllostomidae"	"Chiroderma salvini"	-76.070973	4.188159
101	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070787	4.188147
102	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084288	4.333439
103	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084208	4.333179
104	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079655	4.19656
105	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.081978	4.335287
106	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.07053	4.188017
107	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.296155	3.836078
108	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.08227	4.335785
109	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070645	4.188092
110	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.298141	3.836624
111	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.082264	4.335337
112	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.298204	3.836285
113	"Chiroptera"	"Phyllostomidae"	"Carollia castanea"	-76.070787	4.188147
114	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079803	4.1965
115	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.295246	3.836532
116	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079367	4.197057
117	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.082184	4.335953
118	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.070645	4.188092
119	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.070973	4.188159
120	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.298204	3.836285
121	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079597	4.196815
122	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.082184	4.335953
123	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.070973	4.188159
124	"Chiroptera"	"Vespertilionidae"	"Myotis riparius"	-76.082319	4.335562
125	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.07923	4.197388
126	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08227	4.335785
127	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.294828	3.836693
128	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079659	4.196714
129	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070992	4.187472
130	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079711	4.196403
131	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.082295	4.335692
132	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070873	4.188211
133	"Chiroptera"	"Vespertilionidae"	"Myotis riparius"	-76.084208	4.333179
134	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.295446	3.836452
135	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.296356	3.836028
136	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070865	4.187746
137	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079655	4.19652
138	"Chiroptera"	"Phyllostomidae"	"Uroderma bakeri"	-76.296356	3.836028
139	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.070787	4.188147
140	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.296111	3.835357
141	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.084156	4.333179
142	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.07923	4.197388
143	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.296155	3.836078
144	"Chiroptera"	"Phyllostomidae"	"Sturnira luisi"	-76.079659	4.196714
145	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.298204	3.836285
146	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.081832	4.335252
147	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.108556	4.497374
148	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079803	4.1965
149	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070787	4.188147
150	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295961	3.836288
151	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08431	4.333345
152	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.079711	4.196403
153	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295246	3.836532
154	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.081978	4.335287
155	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079204	4.197358
156	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.084361	4.333394
157	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.296155	3.836078
158	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.110349	4.498069
159	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.081978	4.335287
160	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079659	4.196714
161	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.298604	3.83631
162	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08431	4.333345
163	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079711	4.196403
164	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.298204	3.836285
165	"Chiroptera"	"Phyllostomidae"	"Gardnerycteris crenulatum"	-76.295961	3.836288
166	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.08431	4.333345
167	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.079711	4.196403
168	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.295246	3.836532
169	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.081978	4.335287
170	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.070973	4.188159
171	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.084502	4.333562
172	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070973	4.188159
173	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.082184	4.335953
174	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079597	4.196815
175	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.295924	3.835057
176	"Chiroptera"	"Phyllostomidae"	"Artibeus planirostris"	-76.08431	4.333345
177	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.079655	4.19652
178	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.107999	4.497289
179	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.296486	3.836076
180	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070865	4.187746
181	"Chiroptera"	"Vespertilionidae"	"Myotis caucensis"	-76.298141	3.836624
182	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08431	4.333345
183	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079655	4.19652
184	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.082401	4.335499
185	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.070787	4.188147
186	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079367	4.197057
187	"Chiroptera"	"Phyllostomidae"	"Glossophaga soricina"	-76.079659	4.196714
188	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-76.296129	3.83542
189	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.070973	4.188159
190	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.08227	4.335785
191	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.296155	3.836078
192	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.084156	4.333179
193	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.107792	4.496883
194	"Chiroptera"	"Phyllostomidae"	"Dermanura phaeotis"	-76.079803	4.1965
195	"Chiroptera"	"Phyllostomidae"	"Carollia perspicillata"	-76.070993	4.187981
196	"Chiroptera"	"Phyllostomidae"	"Artibeus lituratus"	-76.079597	4.196815
197	"Chiroptera"	"Phyllostomidae"	"Artibeus aequatorialis"	-76.298141	3.836624
198	"Chiroptera"	"Phyllostomidae"	"Gardnerycteris crenulatum"	-76.084361	4.333394
199	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.659434	4.548297
200	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.659332	4.547576
201	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.659227	4.547456
202	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.550173	4.799882
203	"Primates"	"Aotidae"	"Aotus lemurinus"	-75.80547	4.423372
204	"Artiodactyla"	"Bovidae"	"Bos taurus"	-75.810597	4.419022
205	"Chiroptera"	"Phyllostomidae"	"Anoura latidens"	-75.541389	4.817222
206	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.290015	4.48673
207	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.66034	4.547984
208	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.578747	4.729544
209	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.664172	4.72366
210	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.66034	4.547979
211	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-75.659032	4.547335
212	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.65999	4.547949
213	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-75.657567	4.662354
214	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.659518	4.5475
215	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.659461	4.548259
216	"Didelphimorphia"	"Didelphidae"	"Didelphis marsupialis"	-76.204391	3.934602
217	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.659997	4.548137
218	"Primates"	"Atelidae"	"Alouatta seniculus"	-75.578747	4.729544
219	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.573819	4.740477
220	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.45007	4.711166
221	"Didelphimorphia"	"Didelphidae"	"Monodelphis adusta"	-75.802211	4.81698
222	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
223	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
224	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
225	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
226	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
227	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
228	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
229	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
230	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
231	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
232	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
233	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
234	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
235	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
236	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
237	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
238	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
239	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
240	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
241	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
242	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
243	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
244	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57767	4.72729
245	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
246	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
247	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
248	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
249	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
250	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
251	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
252	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
253	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.57717	4.72808
254	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
255	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
256	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
257	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
258	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.5669	4.7217
259	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
260	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
261	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
262	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
263	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56795	4.7195
264	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
265	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
266	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56795	4.7195
267	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
268	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56795	4.7195
269	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56795	4.7195
270	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56795	4.7195
271	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56795	4.7195
272	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
273	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
274	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
275	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
276	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
277	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
278	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
279	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
280	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
281	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56734	4.72057
282	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
283	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
284	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.57511	4.72689
285	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
286	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.57511	4.72689
287	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
288	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.56758	4.72122
289	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.56758	4.72122
290	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
291	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
292	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
293	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
294	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
295	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
296	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
297	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.57511	4.72689
298	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.57511	4.72689
299	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.57511	4.72689
300	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.57511	4.72689
301	"Perissodactyla"	"Tapiridae"	"Tapirus pinchaque"	-75.56819	4.72
302	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
303	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
304	"Carnivora"	"Felidae"	"Leopardus pardalis"	-75.57222	4.72613
305	"Carnivora"	"Felidae"	"Leopardus pardalis"	-75.57222	4.72613
306	"Carnivora"	"Felidae"	"Leopardus pardalis"	-75.57222	4.72613
307	"Carnivora"	"Felidae"	"Leopardus pardalis"	-75.57222	4.72613
308	"Carnivora"	"Felidae"	"Leopardus pardalis"	-75.57222	4.72613
309	"Carnivora"	"Felidae"	"Leopardus pardalis"	-75.57222	4.72613
310	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.56758	4.72122
311	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
312	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.5787	4.72918
313	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.56758	4.72122
314	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.56758	4.72122
315	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.56758	4.72122
