Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Forest contribution,Mean_Nubosity_NicheM contribution,bio10_23_NicheM contribution,bio11_23_NicheM contribution,bio12_23_NicheM contribution,bio13_23_NicheM contribution,bio14_23_NicheM contribution,bio15_23_NicheM contribution,bio16_23_NicheM contribution,bio17_23_NicheM contribution,bio18_23_NicheM contribution,bio19_23_NicheM contribution,bio1_23_NicheM contribution,bio2_23_NicheM contribution,bio3_23_NicheM contribution,bio4_23_NicheM contribution,bio5_23_NicheM contribution,bio6_23_NicheM contribution,bio7_23_NicheM contribution,bio8_23_NicheM contribution,bio9_23_NicheM contribution,Forest permutation importance,Mean_Nubosity_NicheM permutation importance,bio10_23_NicheM permutation importance,bio11_23_NicheM permutation importance,bio12_23_NicheM permutation importance,bio13_23_NicheM permutation importance,bio14_23_NicheM permutation importance,bio15_23_NicheM permutation importance,bio16_23_NicheM permutation importance,bio17_23_NicheM permutation importance,bio18_23_NicheM permutation importance,bio19_23_NicheM permutation importance,bio1_23_NicheM permutation importance,bio2_23_NicheM permutation importance,bio3_23_NicheM permutation importance,bio4_23_NicheM permutation importance,bio5_23_NicheM permutation importance,bio6_23_NicheM permutation importance,bio7_23_NicheM permutation importance,bio8_23_NicheM permutation importance,bio9_23_NicheM permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
species,45,2.1155,2.6179,500,0.9739,3550,0.0000,13.1139,0.0000,0.1030,0.1623,2.8551,4.2554,9.0606,0.0000,1.1605,1.3913,0.0716,0.0028,1.9534,1.3512,8.6273,0.0505,0.4232,0.0756,55.1042,0.2379,0.0000,26.4896,0.0000,0.0000,1.6462,1.5954,0.6705,3.7796,0.0000,0.0134,11.7712,0.3667,0.0000,12.8379,2.3810,31.2088,0.0000,6.6425,0.0000,0.0000,0.5969,6.1014,0.0678,1.0000,0.0131,0.5056,0.0000,5.0000,0.0203,0.3679,0.0000,10.0000,0.0353,0.1392,0.0000,14.1166,0.1821,0.0961,0.0000,19.1141,0.2624,0.0738,0.0889,15.9690,0.2442,0.0876,0.0889,14.1166,0.1821,0.0961,0.0000,11.0894,0.0573,0.1301,0.0000,11.4468,0.0583,0.1225,0.0000
